nome,preparacao,nome_busca,kcal_100g,proteina_g,carboidrato_g,gordura_g,fibra_g,sodio_mg,gordura_saturada_g,gordura_trans_g,acucar_g,colesterol_mg,fonte
CARNE DE GALINHA,EMPANADO(A)/A MILANESA,carne de galinha empanado,277.84,27.76,3.39,16.21,0.14,82.09,4.2,0.46,0.01,88.0,IBGE
CARNE DE GALINHA,REFOGADO(A),carne de galinha refogado,239.0,27.3,,13.6,,82.0,3.79,0.45,,88.0,IBGE
CARNE DE GALINHA,MOLHO VERMELHO,carne de galinha ao molho vermelho,261.66,27.3,,16.16,,82.0,4.19,0.46,,88.0,IBGE
CARNE DE GALINHA,MOLHO BRANCO,carne de galinha ao molho branco,226.79,22.6,1.85,13.71,0.04,120.6,3.74,0.39,1.03,72.35,IBGE
CARNE DE GALINHA,ENSOPADO,carne de galinha ensopado,261.66,27.3,,16.16,,82.0,4.19,0.46,,88.0,IBGE
CARNE DE GALINHA,SOPA,carne de galinha sopa,31.47,1.61,3.64,1.06,0.13,343.65,0.31,0.02,0.11,3.19,IBGE
CARNE DE GALINHA,NAO SE APLICA,carne de galinha,239.0,27.3,,13.6,,82.0,3.79,0.45,,88.0,IBGE
PEITO DE GALINHA OU FRANGO,CRU(A),peito de galinha ou frango cru,173.0,30.91,,4.51,,77.0,1.27,0.09,,85.0,IBGE
PEITO DE GALINHA OU FRANGO,COZIDO(A),peito de galinha ou frango cozido,173.0,30.91,,4.51,,77.0,1.27,0.09,,85.0,IBGE
PEITO DE GALINHA OU FRANGO,GRELHADO(A)/BRASA/CHURRASCO,peito de galinha ou frango grelhado,173.0,30.91,,4.51,,77.0,1.27,0.09,,85.0,IBGE
PEITO DE GALINHA OU FRANGO,ASSADO(A),peito de galinha ou frango assado,173.0,30.91,,4.51,,77.0,1.27,0.09,,85.0,IBGE
PEITO DE GALINHA OU FRANGO,FRITO(A),peito de galinha ou frango frito,195.66,30.91,,7.07,,77.0,1.67,0.1,,85.0,IBGE
PEITO DE GALINHA OU FRANGO,EMPANADO(A)/A MILANESA,peito de galinha ou frango empanado,211.84,31.37,3.39,7.12,0.14,77.09,1.68,0.1,0.01,85.0,IBGE
PEITO DE GALINHA OU FRANGO,REFOGADO(A),peito de galinha ou frango refogado,195.66,30.91,,7.07,,77.0,1.67,0.1,,85.0,IBGE
PEITO DE GALINHA OU FRANGO,MOLHO VERMELHO,peito de galinha ou frango ao molho vermelho,143.2,24.99,1.08,3.64,0.3,166.4,1.02,0.07,0.85,68.0,IBGE
PEITO DE GALINHA OU FRANGO,MOLHO BRANCO,peito de galinha ou frango ao molho branco,170.99,25.51,1.85,6.1,0.04,82.52,2.55,0.17,1.03,74.83,IBGE
PEITO DE GALINHA OU FRANGO,ENSOPADO,peito de galinha ou frango ensopado,195.66,30.91,,7.07,,77.0,1.67,0.1,,85.0,IBGE
PEITO DE GALINHA OU FRANGO,SOPA,peito de galinha ou frango sopa,31.47,1.61,3.64,1.06,0.13,343.65,0.31,0.02,0.11,3.19,IBGE
PEITO DE GALINHA OU FRANGO,NAO SE APLICA,peito de galinha ou frango,173.0,30.91,,4.51,,77.0,1.27,0.09,,85.0,IBGE
FILE DE FRANGO,CRU(A),file de frango cru,173.0,30.91,,4.51,,77.0,1.27,0.09,,85.0,IBGE
FILE DE FRANGO,COZIDO(A),file de frango cozido,173.0,30.91,,4.51,,77.0,1.27,0.09,,85.0,IBGE
FILE DE FRANGO,GRELHADO(A)/BRASA/CHURRASCO,file de frango grelhado,173.0,30.91,,4.51,,77.0,1.27,0.09,,85.0,IBGE
FILE DE FRANGO,ASSADO(A),file de frango assado,173.0,30.91,,4.51,,77.0,1.27,0.09,,85.0,IBGE
FILE DE FRANGO,FRITO(A),file de frango frito,195.66,30.91,,7.07,,77.0,1.67,0.1,,85.0,IBGE
FILE DE FRANGO,EMPANADO(A)/A MILANESA,file de frango empanado,211.84,31.37,3.39,7.12,0.14,77.09,1.68,0.1,0.01,85.0,IBGE
FILE DE FRANGO,REFOGADO(A),file de frango refogado,195.66,30.91,,7.07,,77.0,1.67,0.1,,85.0,IBGE
FILE DE FRANGO,MOLHO VERMELHO,file de frango ao molho vermelho,143.2,24.99,1.08,3.64,0.3,166.4,1.02,0.07,0.85,68.0,IBGE
FILE DE FRANGO,MOLHO BRANCO,file de frango ao molho branco,170.99,25.51,1.85,6.1,0.04,82.52,2.55,0.17,1.03,74.83,IBGE
FILE DE FRANGO,AO ALHO E OLEO,file de frango ao alho e oleo,195.66,30.91,,7.07,,77.0,1.67,0.1,,85.0,IBGE
FILE DE FRANGO,ENSOPADO,file de frango ensopado,195.66,30.91,,7.07,,77.0,1.67,0.1,,85.0,IBGE
FILE DE FRANGO,NAO SE APLICA,file de frango,173.0,30.91,,4.51,,77.0,1.27,0.09,,85.0,IBGE
CARCACA DE GALINHA OU FRANGO,COZIDO(A),carcaca de galinha ou frango cozido,173.0,30.91,,4.51,,77.0,1.27,0.09,,85.0,IBGE
CARCACA DE GALINHA OU FRANGO,ASSADO(A),carcaca de galinha ou frango assado,173.0,30.91,,4.51,,77.0,1.27,0.09,,85.0,IBGE
CARCACA DE GALINHA OU FRANGO,FRITO(A),carcaca de galinha ou frango frito,195.66,30.91,,7.07,,77.0,1.67,0.1,,85.0,IBGE
CARCACA DE GALINHA OU FRANGO,REFOGADO(A),carcaca de galinha ou frango refogado,195.66,30.91,,7.07,,77.0,1.67,0.1,,85.0,IBGE
CARCACA DE GALINHA OU FRANGO,ENSOPADO,carcaca de galinha ou frango ensopado,195.66,30.91,,7.07,,77.0,1.67,0.1,,85.0,IBGE
ASA DE GALINHA OU FRANGO,CRU(A),asa de galinha ou frango cru,290.0,26.86,,19.46,,82.0,5.45,0.39,,84.0,IBGE
ASA DE GALINHA OU FRANGO,COZIDO(A),asa de galinha ou frango cozido,290.0,26.86,,19.46,,82.0,5.45,0.39,,84.0,IBGE
ASA DE GALINHA OU FRANGO,GRELHADO(A)/BRASA/CHURRASCO,asa de galinha ou frango grelhado,290.0,26.86,,19.46,,82.0,5.45,0.39,,84.0,IBGE
ASA DE GALINHA OU FRANGO,ASSADO(A),asa de galinha ou frango assado,290.0,26.86,,19.46,,82.0,5.45,0.39,,84.0,IBGE
ASA DE GALINHA OU FRANGO,FRITO(A),asa de galinha ou frango frito,312.66,26.86,,22.02,,82.0,5.85,0.4,,84.0,IBGE
ASA DE GALINHA OU FRANGO,EMPANADO(A)/A MILANESA,asa de galinha ou frango empanado,328.84,27.32,3.39,22.07,0.14,82.09,5.86,0.4,0.01,84.0,IBGE
ASA DE GALINHA OU FRANGO,REFOGADO(A),asa de galinha ou frango refogado,312.66,26.86,,22.02,,82.0,5.85,0.4,,84.0,IBGE
ASA DE GALINHA OU FRANGO,MOLHO VERMELHO,asa de galinha ou frango ao molho vermelho,236.8,21.75,1.08,15.6,0.3,170.4,4.37,0.31,0.85,67.2,IBGE
ASA DE GALINHA OU FRANGO,ENSOPADO,asa de galinha ou frango ensopado,312.66,26.86,,22.02,,82.0,5.85,0.4,,84.0,IBGE
DRUMETE DE GALINHA OU FRANGO,COZIDO(A),drumete de galinha ou frango cozido,213.0,27.73,,10.5,,73.0,3.28,0.23,,82.0,IBGE
DRUMETE DE GALINHA OU FRANGO,GRELHADO(A)/BRASA/CHURRASCO,drumete de galinha ou frango grelhado,213.0,27.73,,10.5,,73.0,3.28,0.23,,82.0,IBGE
DRUMETE DE GALINHA OU FRANGO,ASSADO(A),drumete de galinha ou frango assado,213.0,27.73,,10.5,,73.0,3.28,0.23,,82.0,IBGE
DRUMETE DE GALINHA OU FRANGO,FRITO(A),drumete de galinha ou frango frito,235.66,27.73,,13.06,,73.0,3.68,0.24,,82.0,IBGE
DRUMETE DE GALINHA OU FRANGO,REFOGADO(A),drumete de galinha ou frango refogado,235.66,27.73,,13.06,,73.0,3.68,0.24,,82.0,IBGE
DRUMETE DE GALINHA OU FRANGO,MOLHO VERMELHO,drumete de galinha ou frango ao molho vermelho,175.2,22.45,1.08,8.44,0.3,163.2,2.63,0.18,0.85,65.6,IBGE
PESCOCO DE GALINHA OU FRANGO,COZIDO(A),pescoco de galinha ou frango cozido,300.0,25.95,,20.97,,87.0,5.82,0.45,,88.0,IBGE
PESCOCO DE GALINHA OU FRANGO,ASSADO(A),pescoco de galinha ou frango assado,300.0,25.95,,20.97,,87.0,5.82,0.45,,88.0,IBGE
PESCOCO DE GALINHA OU FRANGO,FRITO(A),pescoco de galinha ou frango frito,322.66,25.95,,23.53,,87.0,6.22,0.47,,88.0,IBGE
PESCOCO DE GALINHA OU FRANGO,REFOGADO(A),pescoco de galinha ou frango refogado,322.66,25.95,,23.53,,87.0,6.22,0.47,,88.0,IBGE
PESCOCO DE GALINHA OU FRANGO,MOLHO BRANCO,pescoco de galinha ou frango ao molho branco,272.59,21.54,1.85,19.27,0.04,90.52,6.19,0.46,1.03,77.23,IBGE
PE DE GALINHA OU FRANGO,COZIDO(A),pe de galinha ou frango cozido,215.0,19.4,0.2,14.6,,67.0,3.92,0.29,,84.0,IBGE
PE DE GALINHA OU FRANGO,GRELHADO(A)/BRASA/CHURRASCO,pe de galinha ou frango grelhado,215.0,19.4,0.2,14.6,,67.0,3.92,0.29,,84.0,IBGE
PE DE GALINHA OU FRANGO,ASSADO(A),pe de galinha ou frango assado,215.0,19.4,0.2,14.6,,67.0,3.92,0.29,,84.0,IBGE
PE DE GALINHA OU FRANGO,FRITO(A),pe de galinha ou frango frito,237.66,19.4,0.2,17.16,,67.0,4.32,0.3,,84.0,IBGE
PE DE GALINHA OU FRANGO,REFOGADO(A),pe de galinha ou frango refogado,237.66,19.4,0.2,17.16,,67.0,4.32,0.3,,84.0,IBGE
PE DE GALINHA OU FRANGO,MOLHO VERMELHO,pe de galinha ou frango ao molho vermelho,176.8,15.78,1.24,11.72,0.3,158.4,3.14,0.23,0.85,67.2,IBGE
PE DE GALINHA OU FRANGO,ENSOPADO,pe de galinha ou frango ensopado,237.66,19.4,0.2,17.16,,67.0,4.32,0.3,,84.0,IBGE
MIUDO DE GALINHA OU FRANGO,COZIDO(A),miudo de galinha ou frango cozido,167.0,24.46,0.87,6.51,,76.0,2.06,0.09,,563.0,IBGE
MIUDO DE GALINHA OU FRANGO,ASSADO(A),miudo de galinha ou frango assado,167.0,24.46,0.87,6.51,,76.0,2.06,0.09,,563.0,IBGE
MIUDO DE GALINHA OU FRANGO,FRITO(A),miudo de galinha ou frango frito,189.66,24.46,0.87,9.07,,76.0,2.46,0.1,,563.0,IBGE
MIUDO DE GALINHA OU FRANGO,MOLHO VERMELHO,miudo de galinha ou frango ao molho vermelho,138.4,19.83,1.77,5.24,0.3,165.6,1.65,0.07,0.85,450.4,IBGE
MIUDO DE GALINHA OU FRANGO,SOPA,miudo de galinha ou frango sopa,31.47,1.61,3.64,1.06,0.13,343.65,0.31,0.02,0.11,3.19,IBGE
MOELA DE GALINHA OU FRANGO,COZIDO(A),moela de galinha ou frango cozido,146.0,30.39,,2.68,,56.0,0.67,0.13,,370.0,IBGE
MOELA DE GALINHA OU FRANGO,GRELHADO(A)/BRASA/CHURRASCO,moela de galinha ou frango grelhado,146.0,30.39,,2.68,,56.0,0.67,0.13,,370.0,IBGE
MOELA DE GALINHA OU FRANGO,FRITO(A),moela de galinha ou frango frito,168.66,30.39,,5.24,,56.0,1.07,0.14,,370.0,IBGE
MOELA DE GALINHA OU FRANGO,REFOGADO(A),moela de galinha ou frango refogado,168.66,30.39,,5.24,,56.0,1.07,0.14,,370.0,IBGE
MOELA DE GALINHA OU FRANGO,MOLHO VERMELHO,moela de galinha ou frango ao molho vermelho,121.6,24.58,1.08,2.18,0.3,149.6,0.54,0.1,0.85,296.0,IBGE
MOELA DE GALINHA OU FRANGO,MOLHO BRANCO,moela de galinha ou frango ao molho branco,149.39,25.09,1.85,4.63,0.04,65.72,2.07,0.2,1.03,302.83,IBGE
MOELA DE GALINHA OU FRANGO,ENSOPADO,moela de galinha ou frango ensopado,168.66,30.39,,5.24,,56.0,1.07,0.14,,370.0,IBGE
MOELA DE GALINHA OU FRANGO,SOPA,moela de galinha ou frango sopa,31.47,1.61,3.64,1.06,0.13,343.65,0.31,0.02,0.11,3.19,IBGE
CORACAO DE FRANGO,COZIDO(A),coracao de frango cozido,185.0,26.41,0.1,7.92,,48.0,2.26,,,242.0,IBGE
CORACAO DE FRANGO,GRELHADO(A)/BRASA/CHURRASCO,coracao de frango grelhado,185.0,26.41,0.1,7.92,,48.0,2.26,,,242.0,IBGE
CORACAO DE FRANGO,ASSADO(A),coracao de frango assado,185.0,26.41,0.1,7.92,,48.0,2.26,,,242.0,IBGE
CORACAO DE FRANGO,FRITO(A),coracao de frango frito,207.66,26.41,0.1,10.48,,48.0,2.66,0.01,,242.0,IBGE
CORACAO DE FRANGO,ENSOPADO,coracao de frango ensopado,185.0,26.41,0.1,7.92,,48.0,2.26,,,242.0,IBGE
FIGADO DE GALINHA OU FRANGO,COZIDO(A),figado de galinha ou frango cozido,167.0,24.46,0.87,6.51,,76.0,2.06,0.09,,563.0,IBGE
FIGADO DE GALINHA OU FRANGO,ASSADO(A),figado de galinha ou frango assado,167.0,24.46,0.87,6.51,,76.0,2.06,0.09,,563.0,IBGE
FIGADO DE GALINHA OU FRANGO,FRITO(A),figado de galinha ou frango frito,189.66,24.46,0.87,9.07,,76.0,2.46,0.1,,563.0,IBGE
CANJA,NAO SE APLICA,canja,31.47,1.61,3.64,1.06,0.13,343.65,0.31,0.02,0.11,3.19,IBGE
PERU EM PEDACO NAO ESPECIFICADO,COZIDO(A),peru em pedaco nao especificado cozido,207.0,26.94,,10.24,,68.0,3.04,0.22,,78.0,IBGE
PERU EM PEDACO NAO ESPECIFICADO,ASSADO(A),peru em pedaco nao especificado assado,207.0,26.94,,10.24,,68.0,3.04,0.22,,78.0,IBGE
PERU EM PEDACO NAO ESPECIFICADO,FRITO(A),peru em pedaco nao especificado frito,229.66,26.94,,12.8,,68.0,3.44,0.23,,78.0,IBGE
PERU EM PEDACO NAO ESPECIFICADO,ENSOPADO,peru em pedaco nao especificado ensopado,229.66,26.94,,12.8,,68.0,3.44,0.23,,78.0,IBGE
PEITO DE PERU,CRU(A),peito de peru cru,140.0,30.19,,1.18,,56.0,0.38,0.02,,86.0,IBGE
PEITO DE PERU,COZIDO(A),peito de peru cozido,140.0,30.19,,1.18,,56.0,0.38,0.02,,86.0,IBGE
PEITO DE PERU,GRELHADO(A)/BRASA/CHURRASCO,peito de peru grelhado,140.0,30.19,,1.18,,56.0,0.38,0.02,,86.0,IBGE
PEITO DE PERU,ASSADO(A),peito de peru assado,140.0,30.19,,1.18,,56.0,0.38,0.02,,86.0,IBGE
PEITO DE PERU,FRITO(A),peito de peru frito,162.66,30.19,,3.74,,56.0,0.78,0.03,,86.0,IBGE
PEITO DE PERU,EMPANADO(A)/A MILANESA,peito de peru empanado,162.66,30.19,,3.74,,56.0,0.78,0.03,,86.0,IBGE
PEITO DE PERU,NAO SE APLICA,peito de peru,140.0,30.19,,1.18,,56.0,0.38,0.02,,86.0,IBGE
ASA DE PERU,COZIDO(A),asa de peru cozido,229.0,27.38,,12.43,,61.0,3.39,0.25,,81.0,IBGE
ASA DE PERU,ASSADO(A),asa de peru assado,229.0,27.38,,12.43,,61.0,3.39,0.25,,81.0,IBGE
CHESTER,COZIDO(A),chester cozido,207.0,26.94,,10.24,,68.0,3.04,0.22,,78.0,IBGE
CHESTER,ASSADO(A),chester assado,207.0,26.94,,10.24,,68.0,3.04,0.22,,78.0,IBGE
CHESTER,NAO SE APLICA,chester,207.0,26.94,,10.24,,68.0,3.04,0.22,,78.0,IBGE
TENDER,ASSADO(A),tender assado,178.0,22.62,,9.02,,1500.0,3.12,0.03,,59.0,IBGE
NAMBU,COZIDO(A),nambu cozido,219.0,23.9,,13.0,,57.0,3.74,0.26,,116.0,IBGE
NUGGETS DE FRANGO,GRELHADO(A)/BRASA/CHURRASCO,nuggets de frango grelhado,273.02,16.24,15.91,15.63,0.64,704.38,3.62,3.01,0.14,39.84,IBGE
NUGGETS DE FRANGO,ASSADO(A),nuggets de frango assado,273.02,16.24,15.91,15.63,0.64,704.38,3.62,3.01,0.14,39.84,IBGE
NUGGETS DE FRANGO,FRITO(A),nuggets de frango frito,273.02,16.24,15.91,15.63,0.64,704.38,3.62,3.01,0.14,39.84,IBGE
NUGGETS DE FRANGO,EMPANADO(A)/A MILANESA,nuggets de frango empanado,273.02,16.24,15.91,15.63,0.64,704.38,3.62,3.01,0.14,39.84,IBGE
NUGGETS DE FRANGO,REFOGADO(A),nuggets de frango refogado,273.02,16.24,15.91,15.63,0.64,704.38,3.62,3.01,0.14,39.84,IBGE
STEAK DE FRANGO,COZIDO(A),steak de frango cozido,211.84,31.37,3.39,7.12,0.14,77.09,1.68,0.1,0.01,85.0,IBGE
STEAK DE FRANGO,GRELHADO(A)/BRASA/CHURRASCO,steak de frango grelhado,211.84,31.37,3.39,7.12,0.14,77.09,1.68,0.1,0.01,85.0,IBGE
STEAK DE FRANGO,ASSADO(A),steak de frango assado,211.84,31.37,3.39,7.12,0.14,77.09,1.68,0.1,0.01,85.0,IBGE
STEAK DE FRANGO,FRITO(A),steak de frango frito,211.84,31.37,3.39,7.12,0.14,77.09,1.68,0.1,0.01,85.0,IBGE
STEAK DE FRANGO,EMPANADO(A)/A MILANESA,steak de frango empanado,211.84,31.37,3.39,7.12,0.14,77.09,1.68,0.1,0.01,85.0,IBGE
STEAK DE FRANGO,NAO SE APLICA,steak de frango,211.84,31.37,3.39,7.12,0.14,77.09,1.68,0.1,0.01,85.0,IBGE
CODORNA,FRITO(A),codorna frito,269.66,32.4,,14.66,,43.0,3.92,0.28,,89.0,IBGE
PE E ASA DE GALINHA OU FRANGO,COZIDO(A),pe e asa de galinha ou frango cozido,290.0,26.86,,19.46,,82.0,5.45,0.39,,84.0,IBGE
PE E ASA DE GALINHA OU FRANGO,ASSADO(A),pe e asa de galinha ou frango assado,290.0,26.86,,19.46,,82.0,5.45,0.39,,84.0,IBGE
PE E ASA DE GALINHA OU FRANGO,FRITO(A),pe e asa de galinha ou frango frito,312.66,26.86,,22.02,,82.0,5.85,0.4,,84.0,IBGE
OVO DE GALINHA,CRU(A),ovo de galinha cru,155.0,12.58,1.12,10.61,,124.0,3.27,,1.22,424.0,IBGE
OVO DE GALINHA,COZIDO(A),ovo de galinha cozido,155.0,12.58,1.12,10.61,,124.0,3.27,,1.22,424.0,IBGE
OVO DE GALINHA,ASSADO(A),ovo de galinha assado,155.0,12.58,1.12,10.61,,124.0,3.27,,1.22,424.0,IBGE
OVO DE GALINHA,FRITO(A),ovo de galinha frito,222.59,13.67,1.22,17.65,,134.78,4.51,0.03,1.33,460.87,IBGE
OVO DE GALINHA,REFOGADO(A),ovo de galinha refogado,155.0,12.58,1.12,10.61,,124.0,3.27,,1.22,424.0,IBGE
OVO DE GALINHA,MOLHO VERMELHO,ovo de galinha ao molho vermelho,155.0,12.58,1.12,10.61,,124.0,3.27,,1.22,424.0,IBGE
OVO DE GALINHA,AO ALHO E OLEO,ovo de galinha ao alho e oleo,222.59,13.67,1.22,17.65,,134.78,4.51,0.03,1.33,460.87,IBGE
OVO DE GALINHA,COM MANTEIGA/OLEO,ovo de galinha com manteiga,214.18,13.73,1.22,16.7,,171.5,6.83,0.21,1.33,474.57,IBGE
OVO DE GALINHA,AO VINAGRETE,ovo de galinha ao vinagrete,155.0,12.58,1.12,10.61,,124.0,3.27,,1.22,424.0,IBGE
OVO DE GALINHA,ENSOPADO,ovo de galinha ensopado,155.0,12.58,1.12,10.61,,124.0,3.27,,1.22,424.0,IBGE
OVO DE GALINHA,MINGAU,ovo de galinha mingau,155.0,12.58,1.12,10.61,,124.0,3.27,,1.22,424.0,IBGE
OVO DE GALINHA,NAO SE APLICA,ovo de galinha,155.0,12.58,1.12,10.61,,124.0,3.27,,1.22,424.0,IBGE
OVO DE CODORNA,CRU(A),ovo de codorna cru,155.0,12.58,1.12,10.61,,124.0,3.27,,1.22,424.0,IBGE
OVO DE CODORNA,COZIDO(A),ovo de codorna cozido,155.0,12.58,1.12,10.61,,124.0,3.27,,1.22,424.0,IBGE
OVO DE CODORNA,FRITO(A),ovo de codorna frito,222.59,13.67,1.22,17.65,,134.78,4.51,0.03,1.33,460.87,IBGE
OVO DE CODORNA,AO VINAGRETE,ovo de codorna ao vinagrete,155.0,12.58,1.12,10.61,,124.0,3.27,,1.22,424.0,IBGE
OVO DE CODORNA,NAO SE APLICA,ovo de codorna,155.0,12.58,1.12,10.61,,124.0,3.27,,1.22,424.0,IBGE
"GALINHA DE ANGOLA ABATIDA, CONGELADA OU VIVA",COZIDO(A),galinha de angola abatida congelada ou viva cozido,247.0,32.4,,12.1,,43.0,3.52,0.26,,89.0,IBGE
"GALINHA DE ANGOLA ABATIDA, CONGELADA OU VIVA",ASSADO(A),galinha de angola abatida congelada ou viva assado,247.0,32.4,,12.1,,43.0,3.52,0.26,,89.0,IBGE
CAPOTE,COZIDO(A),capote cozido,247.0,32.4,,12.1,,43.0,3.52,0.26,,89.0,IBGE
CAPOTE,ASSADO(A),capote assado,247.0,32.4,,12.1,,43.0,3.52,0.26,,89.0,IBGE
CAPOTE,FRITO(A),capote frito,269.66,32.4,,14.66,,43.0,3.92,0.28,,89.0,IBGE
MUTUM,COZIDO(A),mutum cozido,239.0,27.3,,13.6,,82.0,3.79,0.45,,88.0,IBGE
PATO EM PEDAÇOS,COZIDO(A),pato em pedacos cozido,201.0,26.14,,9.97,,63.0,2.8,0.2,,74.0,IBGE
PATO EM PEDAÇOS,ENSOPADO,pato em pedacos ensopado,201.0,26.14,,9.97,,63.0,2.8,0.2,,74.0,IBGE
PEITO DE PATO,FRITO(A),peito de pato frito,223.66,26.14,,12.53,,63.0,3.2,0.21,,74.0,IBGE
CARNE DE PATO,COZIDO(A),carne de pato cozido,201.0,26.14,,9.97,,63.0,2.8,0.2,,74.0,IBGE
CARNE DE PATO,ASSADO(A),carne de pato assado,201.0,26.14,,9.97,,63.0,2.8,0.2,,74.0,IBGE
CARNE DE PATO,FRITO(A),carne de pato frito,223.66,26.14,,12.53,,63.0,3.2,0.21,,74.0,IBGE
PEITO DE PERU LIGHT,CRU(A),peito de peru light cru,140.0,30.19,,1.18,,56.0,0.38,0.02,,86.0,IBGE
PEITO DE PERU LIGHT,COZIDO(A),peito de peru light cozido,140.0,30.19,,1.18,,56.0,0.38,0.02,,86.0,IBGE
PEITO DE PERU LIGHT,NAO SE APLICA,peito de peru light,140.0,30.19,,1.18,,56.0,0.38,0.02,,86.0,IBGE
FRANGO INTEIRO ORGANICO,COZIDO(A),frango inteiro organico cozido,239.0,27.3,,13.6,,82.0,3.79,0.45,,88.0,IBGE
FRANGO INTEIRO ORGANICO,ASSADO(A),frango inteiro organico assado,239.0,27.3,,13.6,,82.0,3.79,0.45,,88.0,IBGE
FILE DE FRANGO ORGANICO,COZIDO(A),file de frango organico cozido,173.0,30.91,,4.51,,77.0,1.27,0.09,,85.0,IBGE
FILE DE FRANGO ORGANICO,GRELHADO(A)/BRASA/CHURRASCO,file de frango organico grelhado,173.0,30.91,,4.51,,77.0,1.27,0.09,,85.0,IBGE
FILE DE FRANGO ORGANICO,FRITO(A),file de frango organico frito,195.66,30.91,,7.07,,77.0,1.67,0.1,,85.0,IBGE
FILE DE FRANGO ORGANICO,EMPANADO(A)/A MILANESA,file de frango organico empanado,211.84,31.37,3.39,7.12,0.14,77.09,1.68,0.1,0.01,85.0,IBGE
LEITE DE VACA INTEGRAL,NAO SE APLICA,leite de vaca integral,60.03,3.22,4.52,3.25,,40.02,1.87,0.12,5.26,10.0,IBGE
LEITE DE VACA FRESCO,NAO SE APLICA,leite de vaca fresco,60.03,3.22,4.52,3.25,,40.02,1.87,0.12,5.26,10.0,IBGE
LEITE DE CABRA,NAO SE APLICA,leite de cabra,69.03,3.56,4.45,4.14,,50.02,2.67,0.09,4.45,11.01,IBGE
LEITE EM PO INTEGRAL,NAO SE APLICA,leite em po integral,480.0,25.76,36.16,26.0,,320.0,14.92,0.93,42.08,80.0,IBGE
LEITE EM PO DESNATADO,NAO SE APLICA,leite em po desnatado,358.0,35.1,52.19,0.72,,549.0,0.47,0.03,50.51,18.0,IBGE
LEITE EM PO,NAO SE APLICA,leite em po,480.0,25.76,36.16,26.0,,320.0,14.92,0.93,42.08,80.0,IBGE
LEITE CONDENSADO,NAO SE APLICA,leite condensado,319.7,7.88,54.18,8.67,,126.48,5.46,0.31,52.51,33.86,IBGE
LEITE BEIJINHO,NAO SE APLICA,leite beijinho,319.7,7.88,54.18,8.67,,126.48,5.46,0.31,52.51,33.86,IBGE
CREME DE LEITE,NAO SE APLICA,creme de leite,292.0,2.17,2.96,30.91,,34.0,19.34,1.1,2.8,111.0,IBGE
CHANTILLY,NAO SE APLICA,chantilly,276.39,2.93,12.36,24.57,,45.52,15.36,0.87,11.9,88.14,IBGE
IOGURTE DE QUALQUER SABOR,NAO SE APLICA,iogurte de qualquer sabor,98.69,3.46,14.62,3.47,2.13,44.78,1.98,0.12,13.06,10.59,IBGE
IOGURTE DESNATADO,NAO SE APLICA,iogurte desnatado,56.0,5.73,7.68,0.18,,77.0,0.12,,5.61,2.0,IBGE
IOGURTE NATURAL,NAO SE APLICA,iogurte natural,61.0,3.47,4.66,3.25,,46.0,2.1,0.07,3.39,13.0,IBGE
YAKULT DE QUALQUER SABOR,NAO SE APLICA,yakult de qualquer sabor,69.3,3.03,14.46,0.07,,37.8,0.05,0.0,14.57,1.8,IBGE
BEBIDA LACTEA,NAO SE APLICA,bebida lactea,91.13,2.78,18.03,1.15,0.14,36.45,0.7,0.03,16.75,4.04,IBGE
LEITE FERMENTADO,NAO SE APLICA,leite fermentado,50.23,3.32,4.7,1.98,,41.19,1.26,0.09,5.09,8.04,IBGE
COALHADA,NAO SE APLICA,coalhada,61.0,3.47,4.66,3.25,,46.0,2.1,0.07,3.39,13.0,IBGE
MANTEIGA COM OU SEM SAL,NAO SE APLICA,manteiga com ou sem sal,717.0,0.85,0.06,81.11,,576.0,51.37,3.28,0.1,215.0,IBGE
MANTEIGA DE GARRAFA,NAO SE APLICA,manteiga de garrafa,717.0,0.85,0.06,81.11,,576.0,51.37,3.28,0.1,215.0,IBGE
MARGARINA COM OU SEM SAL,NAO SE APLICA,margarina com ou sem sal,719.0,0.9,0.9,80.5,,943.0,16.7,25.84,0.9,,IBGE
QUEIJO PRATO,NAO SE APLICA,queijo prato,302.0,25.96,3.83,20.03,,528.0,12.67,0.41,0.78,54.0,IBGE
QUEIJO COLONIAL,NAO SE APLICA,queijo colonial,302.0,25.96,3.83,20.03,,528.0,12.67,0.41,0.78,54.0,IBGE
QUEIJO DE COLONIA,NAO SE APLICA,queijo de colonia,302.0,25.96,3.83,20.03,,528.0,12.67,0.41,0.78,54.0,IBGE
QUEIJO MUZARELLA,NAO SE APLICA,queijo muzarella,318.0,21.6,2.47,24.64,,415.0,15.56,0.59,2.47,89.0,IBGE
MUSSARELA,NAO SE APLICA,mussarela,318.0,21.6,2.47,24.64,,415.0,15.56,0.59,2.47,89.0,IBGE
MUSSARELA DE BUFALA,NAO SE APLICA,mussarela de bufala,318.0,21.6,2.47,24.64,,415.0,15.56,0.59,2.47,89.0,IBGE
QUEIJO DE BUFALO,NAO SE APLICA,queijo de bufalo,318.0,21.6,2.47,24.64,,415.0,15.56,0.59,2.47,89.0,IBGE
QUEIJO DE REINO,NAO SE APLICA,queijo de reino,356.0,24.94,2.22,27.44,,819.0,17.61,0.66,2.22,114.0,IBGE
QUEIJO DE MINAS,NAO SE APLICA,queijo de minas,240.0,17.6,10.6,14.1,,1587.0,8.85,0.78,10.6,53.0,IBGE
