nome,nome_busca,categoria,kcal_100g,proteina_g,carboidrato_g,gordura_g,fibra_g,sodio_mg,colesterol_mg,calcio_mg,ferro_mg,fonte,porcao_num,porcao_uni,marca,sodio_g
"Aspargo, assado",aspargo assado,"Verduras, hortaliças e derivados",25.0,2.5,3.7,0.5,3.4,2.0,,51.0,0.5,TACO,,g,,0.002
Refrigerante diet (zero açúcar),refrigerante diet,"Verduras, hortaliças e derivados",2.0,0.0,0.5,0.0,3.4,10.0,,51.0,0.5,TACO,,g,,0.01
Refrigerante zero,refrigerante zero,"Verduras, hortaliças e derivados",2.0,0.0,0.5,0.0,3.4,10.0,,51.0,0.5,TACO,,g,,0.01
Refrigerante light,refrigerante light,"Verduras, hortaliças e derivados",4.0,0.0,1.0,0.0,3.4,10.0,,51.0,0.5,TACO,,g,,0.01
Refrigerante cola diet,refrigerante diet cola,"Verduras, hortaliças e derivados",2.0,0.0,0.3,0.0,3.4,10.0,,51.0,0.5,TACO,,g,,0.01
Refrigerante cola zero,refrigerante zero cola,"Verduras, hortaliças e derivados",2.0,0.0,0.3,0.0,3.4,10.0,,51.0,0.5,TACO,,g,,0.01
Refrigerante cola zero (Coca-Cola),coca zero,"Verduras, hortaliças e derivados",2.0,0.0,0.3,0.0,3.4,12.0,,51.0,0.5,TACO,,g,,0.012
Refrigerante cola zero (Pepsi),pepsi zero,"Verduras, hortaliças e derivados",2.0,0.0,0.3,0.0,3.4,12.0,,51.0,0.5,TACO,,g,,0.012
Refrigerante cola diet,coca diet,"Verduras, hortaliças e derivados",2.0,0.0,0.3,0.0,3.4,10.0,,51.0,0.5,TACO,,g,,0.01
Refrigerante (padrão),refrigerante,"Verduras, hortaliças e derivados",40.0,0.0,10.0,0.0,3.4,8.0,,51.0,0.5,TACO,,g,,0.008
Refrigerante cola,coca cola,"Verduras, hortaliças e derivados",40.0,0.0,10.6,0.0,3.4,8.0,,51.0,0.5,TACO,,g,,0.008
Refrigerante cola (Pepsi),pepsi,"Verduras, hortaliças e derivados",39.0,0.0,10.4,0.0,3.4,8.0,,51.0,0.5,TACO,,g,,0.008
Refrigerante guaraná,guarana,"Verduras, hortaliças e derivados",38.0,0.0,9.7,0.0,3.4,8.0,,51.0,0.5,TACO,,g,,0.008
Suco de laranja natural,suco de laranja natural,"Verduras, hortaliças e derivados",42.0,0.7,9.8,0.1,3.4,1.0,,51.0,0.5,TACO,,g,,0.001
Água de coco,agua de coco,"Verduras, hortaliças e derivados",19.0,0.7,3.7,0.2,3.4,105.0,,51.0,0.5,TACO,,g,,0.105
Aspargo em conserva,aspargo em conserva,"Verduras, hortaliças e derivados",17.0,1.8,3.1,0.2,3.4,190.0,,51.0,0.5,TACO,,g,,0.19
"Palmito, cozido",palmito cozido,"Verduras, hortaliças e derivados",28.0,2.0,4.0,0.4,3.4,490.0,,51.0,0.5,TACO,,g,,0.49
Palmito,palmito,"Verduras, hortaliças e derivados",28.0,2.0,4.0,0.4,3.4,490.0,,51.0,0.5,TACO,,g,,0.49
"Rúcula, crua",rucula,"Verduras, hortaliças e derivados",25.0,2.6,3.7,0.7,3.4,27.0,,51.0,0.5,TACO,,g,,0.027
"Alface, crua",alface crua,"Verduras, hortaliças e derivados",13.0,1.2,2.2,0.2,3.4,5.0,,51.0,0.5,TACO,,g,,0.005
Alface,alface,"Verduras, hortaliças e derivados",13.0,1.2,2.2,0.2,3.4,5.0,,51.0,0.5,TACO,,g,,0.005
Alface americana,alface americana,"Verduras, hortaliças e derivados",14.0,1.0,2.5,0.2,3.4,5.0,,51.0,0.5,TACO,,g,,0.005
"Tomate, cru",tomate cru,"Verduras, hortaliças e derivados",18.0,0.9,3.9,0.2,3.4,5.0,,51.0,0.5,TACO,,g,,0.005
Tomate,tomate,"Verduras, hortaliças e derivados",18.0,0.9,3.9,0.2,3.4,5.0,,51.0,0.5,TACO,,g,,0.005
Tomate cereja,tomate cereja,"Verduras, hortaliças e derivados",18.0,0.9,3.9,0.2,3.4,5.0,,51.0,0.5,TACO,,g,,0.005
Pepino,pepino,"Verduras, hortaliças e derivados",13.0,0.7,2.7,0.1,3.4,2.0,,51.0,0.5,TACO,,g,,0.002
"Café, infusão (preparado)",cafe preto,"Verduras, hortaliças e derivados",2.0,0.3,0.0,0.0,3.4,1.0,,51.0,0.5,TACO,,g,,0.001
"Café, expresso",cafe expresso,"Verduras, hortaliças e derivados",2.0,0.3,0.0,0.0,3.4,1.0,,51.0,0.5,TACO,,g,,0.001
"Café, infusão (coado)",cafe coado,"Verduras, hortaliças e derivados",2.0,0.3,0.0,0.0,3.4,1.0,,51.0,0.5,TACO,,g,,0.001
"Queijo, cottage",queijo cottage,"Verduras, hortaliças e derivados",98.0,11.1,3.4,4.3,3.4,364.0,,51.0,0.5,TACO,,g,,0.364
"Queijo, cottage",cottage,"Verduras, hortaliças e derivados",98.0,11.1,3.4,4.3,3.4,364.0,,51.0,0.5,TACO,,g,,0.364
Tapioca (goma hidratada),tapioca,"Verduras, hortaliças e derivados",347.0,0.6,86.3,0.0,3.4,1.0,,51.0,0.5,TACO,,g,,0.001
Tapioca (goma),goma de tapioca,"Verduras, hortaliças e derivados",347.0,0.6,86.3,0.0,3.4,1.0,,51.0,0.5,TACO,,g,,0.001
"Couve, refogada",couve refogada,"Verduras, hortaliças e derivados",90.0,4.0,10.0,4.0,3.4,25.0,,51.0,0.5,TACO,,g,,0.025
"Couve, crua",couve,"Verduras, hortaliças e derivados",27.0,3.0,5.0,0.5,3.4,15.0,,51.0,0.5,TACO,,g,,0.015
"Salmão, grelhado",salmao grelhado,"Verduras, hortaliças e derivados",208.0,20.0,0.0,13.5,3.4,45.0,,51.0,0.5,TACO,,g,,0.045
"Salmão, assado",salmao assado,"Verduras, hortaliças e derivados",208.0,20.0,0.0,13.5,3.4,45.0,,51.0,0.5,TACO,,g,,0.045
"Salmão, cozido",salmao cozido,"Verduras, hortaliças e derivados",185.0,22.0,0.0,10.5,3.4,40.0,,51.0,0.5,TACO,,g,,0.04
Salmão,salmao,"Verduras, hortaliças e derivados",208.0,20.0,0.0,13.5,3.4,45.0,,51.0,0.5,TACO,,g,,0.045
Filé de salmão,file de salmao,"Verduras, hortaliças e derivados",208.0,20.0,0.0,13.5,3.4,45.0,,51.0,0.5,TACO,,g,,0.045
Atum em água,atum em agua,"Verduras, hortaliças e derivados",119.0,25.5,0.0,1.7,3.4,300.0,,51.0,0.5,TACO,,g,,0.3
Atum natural,atum natural,"Verduras, hortaliças e derivados",119.0,25.5,0.0,1.7,3.4,300.0,,51.0,0.5,TACO,,g,,0.3
"Atum, cozido",atum cozido,"Verduras, hortaliças e derivados",119.0,25.5,0.0,1.7,3.4,300.0,,51.0,0.5,TACO,,g,,0.3
"Atum, grelhado",atum grelhado,"Verduras, hortaliças e derivados",128.0,26.0,0.0,2.0,3.4,350.0,,51.0,0.5,TACO,,g,,0.35
Atum em óleo,atum em oleo,"Verduras, hortaliças e derivados",198.0,24.0,0.0,11.0,3.4,330.0,,51.0,0.5,TACO,,g,,0.33
"Bife, grelhado",bife grelhado,"Verduras, hortaliças e derivados",219.0,26.0,0.0,12.5,3.4,76.0,,51.0,0.5,TACO,,g,,0.076
Bife acebolado,bife acebolado,"Verduras, hortaliças e derivados",200.0,24.0,3.0,10.0,3.4,90.0,,51.0,0.5,TACO,,g,,0.09
"Bife, assado",bife assado,"Verduras, hortaliças e derivados",219.0,26.0,0.0,12.5,3.4,76.0,,51.0,0.5,TACO,,g,,0.076
"Contrafilé, grelhado",contrafile grelhado,"Verduras, hortaliças e derivados",219.0,26.0,0.0,12.5,3.4,76.0,,51.0,0.5,TACO,,g,,0.076
"Alcatra, grelhada",alcatra grelhada,"Verduras, hortaliças e derivados",210.0,27.0,0.0,11.0,3.4,70.0,,51.0,0.5,TACO,,g,,0.07
"Picanha, grelhada",picanha grelhada,"Verduras, hortaliças e derivados",260.0,23.0,0.0,18.0,3.4,65.0,,51.0,0.5,TACO,,g,,0.065
"Carne moída, refogada",carne moida refogada,"Verduras, hortaliças e derivados",219.0,26.0,0.0,12.5,3.4,85.0,,51.0,0.5,TACO,,g,,0.085
Carne moída,carne moida,"Verduras, hortaliças e derivados",219.0,26.0,0.0,12.5,3.4,85.0,,51.0,0.5,TACO,,g,,0.085
"Café, infusão (preparado)",cafe infusao,"Verduras, hortaliças e derivados",2.0,0.3,0.0,0.0,3.4,1.0,,51.0,0.5,TACO,,g,,0.001
"Café, infusão sem açúcar",cafe infusao sem acucar,"Verduras, hortaliças e derivados",2.0,0.3,0.0,0.0,3.4,1.0,,51.0,0.5,TACO,,g,,0.001
"Café, infusão sem açúcar (coado)",cafe coado sem acucar,"Verduras, hortaliças e derivados",2.0,0.3,0.0,0.0,3.4,1.0,,51.0,0.5,TACO,,g,,0.001
"Café, infusão (filtrado)",cafe filtrado,"Verduras, hortaliças e derivados",2.0,0.3,0.0,0.0,3.4,1.0,,51.0,0.5,TACO,,g,,0.001
"Café, infusão sem açúcar (filtrado)",cafe filtrado sem acucar,"Verduras, hortaliças e derivados",2.0,0.3,0.0,0.0,3.4,1.0,,51.0,0.5,TACO,,g,,0.001
"Café, solúvel (instantâneo)",cafe solavel,"Verduras, hortaliças e derivados",4.0,0.3,0.0,0.0,3.4,1.0,,51.0,0.5,TACO,,g,,0.001
"Café, instantâneo",cafe instantaneo,"Verduras, hortaliças e derivados",4.0,0.3,0.0,0.0,3.4,1.0,,51.0,0.5,TACO,,g,,0.001
Café preto sem açúcar,cafe preto sem acucar,"Verduras, hortaliças e derivados",2.0,0.3,0.0,0.0,3.4,1.0,,51.0,0.5,TACO,,g,,0.001
Café com adoçante,cafe com adocante,"Verduras, hortaliças e derivados",2.0,0.3,0.0,0.0,3.4,1.0,,51.0,0.5,TACO,,g,,0.001
"Pão, trigo, francês",pao frances,Cereais e derivados,300.0,8.0,58.6,3.1,2.3,648.0,,16.0,1.0,TACO,50,g,,0.648
